,x,y
0,7,73.19628091677578
1,8,77.8375490199312
2,9,85.47064081294752
3,10,89.98525691556203
4,11,91.15019146220395
5,12,92.1103059767211
6,13,92.52060568680676
7,14,92.54435293690817
