,x,y
0,7,84.7997809975824
1,8,87.66165445772165
2,9,89.88993809223828
3,10,91.19702631657063
4,11,92.17429162282771
5,12,92.49389003044266
6,13,92.51829692638023
7,14,92.54435293690817
