,x,y
0,7,86.17349345136596
1,8,88.24247261645223
2,9,90.69470601234198
3,10,92.23267027932704
4,11,92.42231845722031
5,12,92.46585508240625
6,13,92.4919110929342
7,14,92.54435293690817
