,x,y
0,4,49.649768859874406
1,5,69.37704008085763
2,6,82.97868374397297
3,7,90.7819412456713
4,8,95.96747469057047
5,9,97.40423011283615
6,10,98.0883303232648
7,11,98.32816927079018
8,12,98.40293771643498
