,x,y
0,4,52.85176378970391
1,5,73.65043991185193
2,6,85.36257518267526
3,7,94.23785892996206
4,8,97.06766855003065
5,9,97.84041389823207
6,10,98.27929017613043
7,11,98.34246019253392
8,12,98.37994797276026
