,x,y
0,4,44.16205491027787
1,5,58.887296406143854
2,6,72.40070916110218
3,7,84.3243086507713
4,8,92.40924229118686
5,9,95.72017960996139
6,10,97.55542392258877
7,11,98.38015508756814
8,12,98.46838599572514
