,x,y
0,50,26.86221074775292
1,100,32.79546758462421
2,150,38.41317651558616
3,200,45.620577548288395
4,250,53.70768789443488
5,300,69.94406196213426
6,350,92.95754446356857
7,400,95.73293172690764
8,450,96.50028686173265
9,500,96.7130426467776
