,x,y
0,50,22.776821572002294
1,100,29.008892713711994
2,150,34.80349971313827
3,200,41.752725186460125
4,250,49.017498565691334
5,300,63.21237330273475
6,350,65.66743163128706
7,400,68.67708930961943
8,450,73.07563587684069
9,500,75.97054886211512
