,x,y
0,50,31.9301013578122
1,100,36.658538917575065
2,150,43.04838401223943
3,200,52.23274048575254
4,250,71.48116274622299
5,300,96.9162363740677
6,350,96.9162363740677
7,400,96.92101740294511
8,450,96.92340791738381
9,500,96.92579843182253
