,x,y
0,50,47.69554408108625
1,100,64.4554408108625
2,150,78.19133677567413
3,200,89.03710078408874
4,250,96.18473895582329
5,300,97.72183973991203
6,350,97.96089118378275
7,400,98.19994262765347
8,450,98.43899407152419
9,500,98.67804551539491
