,x,y
0,5,11.641221374045802
1,10,25.763358778625957
2,15,37.404580152671755
3,20,47.70992366412214
4,25,56.6793893129771
5,30,63.358778625954194
6,35,63.358778625954194
7,40,63.358778625954194
8,45,63.358778625954194
