,x,y
0,5,0.7633587786259541
1,10,16.793893129770993
2,15,24.427480916030532
3,20,25.572519083969464
4,25,28.24427480916031
5,30,53.81679389312977
6,35,57.44274809160306
7,40,61.641221374045806
8,45,61.832061068702295
