,x,y
0,5,2.6717557251908395
1,10,5.343511450381679
2,15,4.580152671755725
3,20,0.5725190839694656
4,25,16.030534351145036
5,30,54.58015267175572
6,35,59.16030534351145
7,40,60.68702290076335
8,45,61.06870229007634
