,x,y
0,8,90.21317359695782
1,9,91.57738378034568
2,10,92.41219896719495
3,11,92.7915017559237
4,12,92.98561325465451
5,13,93.08489905620313
6,14,93.13958381408733
7,15,93.19717733568879
