,x,y
0,8,80.64256529689752
1,9,85.25528279970447
2,10,87.65171626755196
3,11,89.32425540496777
4,12,91.14378406889504
5,13,92.55589189482686
6,14,93.162466088663
7,15,93.19659558294533
