,x,y
0,50,67.33884297520662
1,100,67.33884297520662
2,150,67.46005509641874
3,200,90.19283746556474
4,250,90.32506887052342
5,300,92.0771349862259
6,350,92.72727272727272
7,400,94.28099173553719
8,450,94.32506887052342
