,x,y
0,50,72.88154269972452
1,100,81.74104683195593
2,150,90.40220385674931
3,200,92.19834710743801
4,250,92.74931129476583
5,300,93.30027548209367
6,350,93.85123966942149
7,400,94.32506887052342
8,450,94.32506887052342
