,x,y
0,50,31.60330578512397
1,100,45.25619834710744
2,150,55.71349862258953
3,200,63.28374655647383
4,250,77.98347107438016
5,300,89.58677685950414
6,350,91.19559228650138
7,400,94.26997245179064
8,450,94.3030303030303
