,x,y
0,50,53.02479338842975
1,100,63.32782369146005
2,150,64.99173553719008
3,200,83.50413223140495
4,250,87.90082644628099
5,300,89.88429752066116
6,350,91.91184573002755
7,400,94.3030303030303
8,450,94.31404958677686
